theta,load,ev,category,cost,scen,pricing,Renewable_Share,mean price,mean quantity,sd price,delta CS,delta EV charging cost,delta PS,delta total surplus,delta CS-highflexible customer,delta CS-midflexible customer,delta CS-inflexible customer,value of dynamic pricing
2,2045,full,fossil,current,Optimistic,dynamic,1.61,105,2477,2,50.3,-27.8,43.4,93.7,20.7,20.7,20.7,12.7
2,2045,full,fossil,current,Moderate,flat,1.78,111,2222,0,33.3,-9.2,47.9,81.3,15.9,15.9,15.9,0
2,2045,full,fossil,current,Moderate,dynamic,1.6,105,2494,3,51.5,-28.9,42.5,94,21.1,21,21,12.7
2,2045,full,fossil,current,Pessimistic,flat,1.78,111,2223,0,33.9,-9.5,47.2,81,16.1,16.1,16.1,0
2,2045,full,fossil,current,Pessimistic,dynamic,1.59,96,2511,5,54.5,-36.7,38.6,93.1,28.4,21.5,20.7,12.1
2,2045,full,fossil,future,Optimistic,flat,2.38,133,1597,0,0,0,0,0,0,0,0,0
2,2045,full,fossil,future,Optimistic,dynamic,2.29,128,1676,2,6.4,-9.6,0,6.4,3.1,3.1,3.1,6.4
2,2045,full,fossil,future,Moderate,flat,2.37,132,1601,0,0,0,0,0,0,0,0,0
2,2045,full,fossil,future,Moderate,dynamic,2.29,128,1677,2,6,-9.5,0.4,6.4,2.8,2.8,2.8,6.4
2,2045,full,fossil,future,Pessimistic,flat,2.37,133,1601,0,0,0,0,0,0,0,0,0
2,2045,full,fossil,future,Pessimistic,dynamic,2.29,127,1676,3,7.1,-10.8,-0.7,6.4,4,3,2.9,6.4
2,2045,full,100% Renewable,current,Optimistic,flat,100,173,937,0,-49.4,31.3,-5.8,-55.3,-29.9,-29.9,-29.9,0
2,2045,full,100% Renewable,current,Optimistic,dynamic,100,128,1445,31,-10.8,-19,3,-7.8,6.6,-15.6,-24,47.5
2,2045,full,100% Renewable,current,Moderate,flat,100,173,976,0,-46.9,28.8,-8.7,-55.6,-30.7,-30.7,-30.7,0
2,2045,full,100% Renewable,current,Moderate,dynamic,100,132,1280,40,-19.6,-19.4,3,-16.6,6.7,-16.7,-24.8,39
2,2045,full,100% Renewable,current,Pessimistic,flat,100,174,932,0,-48.8,32.2,-6.5,-55.3,-30.5,-30.5,-30.5,0
2,2045,full,100% Renewable,current,Pessimistic,dynamic,100,138,1160,51,-26.1,-19.5,3.2,-22.9,7.6,-16.6,-25.6,32.4
2,2045,full,100% Renewable,future,Optimistic,flat,100,119,1959,0,23.2,-17.7,-3.2,20,10.2,10.2,10.2,0
2,2045,full,100% Renewable,future,Optimistic,dynamic,100,102,2595,25,51.4,-40.1,16.7,68.1,28.4,15.3,12.4,48.1
2,2045,full,100% Renewable,future,Moderate,flat,100,119,1959,0,23.3,-17.8,-3.2,20.1,9.9,9.9,9.9,0
2,2045,full,100% Renewable,future,Moderate,dynamic,100,104,2492,28,49.2,-42,11.1,60.4,30.7,17.2,14.5,40.3
2,2045,full,100% Renewable,future,Pessimistic,flat,100,119,1959,0,23.9,-18,-3.8,20.1,10.2,10.2,10.2,0
2,2045,full,100% Renewable,future,Pessimistic,dynamic,100,106,2428,31,48.9,-43.7,5.3,54.2,33.4,19.6,16.4,34.1
2,2045,full,unconst.,current,Optimistic,flat,9.37,110,2268,0,36.7,-8.3,45.5,82.2,17.5,17.5,17.5,0
2,2045,full,unconst.,current,Optimistic,dynamic,23.2,105,2505,6,51.4,-27.9,48.9,100.3,21.1,21,21,18.1
2,2045,full,unconst.,current,Moderate,flat,9.31,110,2274,0,36.7,-8.1,45.8,82.5,17.1,17.1,17.1,0
2,2045,full,unconst.,current,Moderate,dynamic,18.23,104,2508,7,51.8,-29.2,48.6,100.4,21.8,20.7,20.5,17.9
2,2045,full,unconst.,current,Pessimistic,flat,9.37,110,2267,0,37.5,-9.4,44.8,82.3,17.4,17.4,17.4,0
2,2045,full,unconst.,current,Pessimistic,dynamic,13.36,91,2525,4,55.3,-39.3,42.4,97.7,32.2,21.7,20.2,15.4
2,2045,full,unconst.,future,Optimistic,flat,80,106,2478,0,50,-27.4,13.3,63.2,20.4,20.4,20.4,0
2,2045,full,unconst.,future,Optimistic,dynamic,90,98,2754,21,58.9,-41.8,38.3,97.2,30.5,18.9,16.1,34
2,2045,full,unconst.,future,Moderate,flat,80,105,2478,0,50.2,-27.6,13.3,63.5,20.7,20.7,20.7,0
2,2045,full,unconst.,future,Moderate,dynamic,89,100,2702,27,59.3,-45.5,29.9,89.2,34.3,20.7,18,25.7
2,2045,full,unconst.,future,Pessimistic,flat,80,106,2478,0,50.8,-27.8,12.5,63.3,20.4,20.4,20.4,0
2,2045,full,unconst.,future,Pessimistic,dynamic,90,103,2580,29,56.5,-46.5,26.1,82.6,36.2,22.1,19.3,19.3
